id,Title,Content,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured",urlWebSite,createdDate,clientName
1511,"Création d'un site web pour : Hypersoft","<strong>Création d'un site web vitrine</strong> pour la société Hypersoft.<br>
HYPERSOFT est une société Tunisienne, implantée à Sfax depuis 2014. Elle est spécialisée dans le développement des nouvelles technologies de l’information et des systèmes embarqués.<br>
Depuis sa création, HYPERSOFT utilise les nouvelles tendances technologiques pour fournir des solutions logicielles et matérielles ingénieuses. La société dispose d’experts et de compétences formant un potentiel technique et managériale.",http://hypermedia.com.tn/wp-content/uploads/2020/03/Hypersoft-min.jpg,Hypersoft-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Hypersoft-min.jpg,1512,Hypersoft,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Hypersoft-min.jpg,hypersoft.com.tn,2020,http://hypersoft.com.tn/wp-content/themes/amh/images/hypersoft-logo.png
1513,"Création d'un site web pour : SOMABE","<strong>Création d'un site web dynamique</strong> pour la société Somabe.<br>
SOMABE est un fournisseur de solutions de systèmes photovoltaïques (PV). Il propose une gamme complète de solutions : raccordé réseau, site isolé, pompage solaire et éclairage public.<br>
Sa mission est de fournir les solutions énergétiques les plus adaptés techniquement et financièrement avec la meilleure qualité de produits et de services",http://hypermedia.com.tn/wp-content/uploads/2020/03/somab.jpg,somab.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/somab.jpg,1514,somab,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/somab.jpg,somabe.com.tn,2019,https://somabe.com.tn/wp-content/themes/somabe/images/logo_somabe.png
1515,"Création d'un site web pour : Planete Informatique","<strong>Création d'un site web E-commerce</strong> pour la société Planete informatique.<br>
Planete informatique est un site e-commerce spécialisé dans la vente en ligne de matériel informatique, des smartphones et accessoires informatique.<br>
Avec plus que 900 produits, Planete informatique met à la disposition de ses clients une large gamme de produits et d'accessoires et assure sa livraison sur toute la Tunisie",http://hypermedia.com.tn/wp-content/uploads/2020/03/Planet-informatique-min.jpg,Planet-informatique-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Planet-informatique-min.jpg,1516,Planet-informatique-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Planet-informatique-min.jpg,planete-informatique.tn,2019,https://planete-informatique.tn/planet-xp/wp-content/uploads/2019/08/logoPlqnet.png
1517,"Création d'un site web pour : Bhavani Pack","<strong>Création d'un site web vitirne</strong> pour la société Bhavani Tech Pack.<br>
Bhavani Tech Pack est l'un des principaux producteurs indiens et mondiaux d'emballages, de pâtes et papiers, avec 1 000 employés gérant sa dynamique commerciale et ses intérêts dans tout le pays.",http://hypermedia.com.tn/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,Bhavani-techpack-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,1518,Bhavani-techpack-min,,,Bhavani-techpack,http://hypermedia.com.tn/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,bhavanitechpack.com,2019,http://hypermedia.com.tn/wp-content/uploads/2020/03/bhavani-logo.png
1519,"Création d'un site web pour : Pépinière El amen","<strong>Création d'un site web catalogue</strong> pour la société Pépinière El amen.<br>
Pépinière El amen est une pépinière spécialiste dans la distribution des meilleurs plants d’oliviers, Fruitiers et d’agrumes. Son objectif est d'êtres pionnier en proposant des variétés innovantes et d’offrir à ses clients une qualité génétique et sanitaire parfaite.",http://hypermedia.com.tn/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,pepinere-el-amen-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,1520,pepinere-el-amen-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,pepiniere-elamen.com,2019,http://pepiniere-elamen.com/wp-content/uploads/2019/09/logo-2.png
1524,"Création d'un site web pour : Shopline","<strong>Création d'un site web E-commerce</strong> pour la société Shopline.<br>
Shopline est un site de vente en ligne d'épiceries, des produits frais et des produits d’hygiène et assure sa distribution dans la région de Sfax - Tunisie  ",http://hypermedia.com.tn/wp-content/uploads/2020/03/shopline-min.jpg,shopline-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/shopline-min.jpg,1525,shopline-min,,,shopline,http://hypermedia.com.tn/wp-content/uploads/2020/03/shopline-min.jpg,shopline.tn,2019,http://shopline.tn/wp-content/uploads/2019/07/logo.png
1526,"Création d'un site web pour : Besbes Aluminium","<strong>Création d'un site web vitrine</strong> pour la société Besbes Aluminium.<br>
La société Besbes Aluminium est une menuiserie aluminium spécialisée dans la fabrication et de la pose des portes et fenêtres métallique en aluminium depuis l’année 2000",http://hypermedia.com.tn/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,ALU-Slim-besbes-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,1527,ALU-Slim-besbes-min,,,ALU-Slim-besbes,http://hypermedia.com.tn/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,besbes-aluminium.tn,2019,https://besbes-aluminium.tn/wp-content/themes/besbes/img-besbes/logo-ste-besbess.png
1528,"Création d'un site web pour : Ceylan","<strong>Création d'un site web vitrine</strong> pour la société Ceylan.<br>
Ceylan est une marque leader sur le marché local dans la technique de production d’eau chaude depuis 2010, Ceylan fabrique des produits fiables et éprouvés avec un objectif de fournir un produit de qualité avec un prix convenable.",http://hypermedia.com.tn/wp-content/uploads/2020/03/Cyelan-min.jpg,Cyelan-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Cyelan-min.jpg,1529,Cyelan-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Cyelan-min.jpg,ceylan.tn,2019,http://hypermedia.com.tn/wp-content/uploads/2020/03/ceylan-logo.png
1531,"Création d'un site web pour : Irec","<strong>Création d'un site web dynamique </strong> pour Irec.<br>
Le Congrès International des Énergies Renouvelables (IREC) fournit un forum pour les chercheurs, les académiciens, les scientifiques et les professionnels de l'industrie à travers le monde sur les développements récents dans les domaines des énergies renouvelables.
",http://hypermedia.com.tn/wp-content/uploads/2020/03/IREC-min.jpg,IREC-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/IREC-min.jpg,1532,IREC-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IREC-min.jpg,irec-conference.com,2019,https://irec-conference.com/wp-content/uploads/2019/04/irec_2020.png
1533,"Création d'un site web pour : Vera nature","<strong>Création d'un site web E-commerce pour</strong> Vera Nature.<br>
Vera nature est un boutique en ligne qui met à la disposition de ses clients une diversité de produits de beauté naturels, des compléments alimentaires naturels pour son bien-être.",http://hypermedia.com.tn/wp-content/uploads/2020/03/Verra-Nature-min.jpg,Verra-Nature-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Verra-Nature-min.jpg,1534,Verra-Nature-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Verra-Nature-min.jpg,vera-nature.com,2019,https://vera-nature.com/wp-content/uploads/2013/06/logo_vernature.png
1535,"Création d'un site web pour : ITC","<strong>Création d'un site web vitrine pour le centre de formation</strong> ITC.<br>
ITC est un centre de formation spécialisé dans la sécurité en mer aux normes internationales, travaillant dans l'industrie du pétrole et du gaz offshore et onshore.",http://hypermedia.com.tn/wp-content/uploads/2020/03/ITC-min.jpg,ITC-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/ITC-min.jpg,1536,ITC-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/ITC-min.jpg,www.itc-tunisia.net,2018,https://www.itc-tunisia.net/wp-content/uploads/2018/02/logo_itc.png
1537,"Création d'un site web pour :  IPSAS","<strong>Création d'un site web dynamique pour</strong> IPSAS.<br>
IPSAS est un institut privé basé à Sfax, offre une variété des formations de préparatoires et de cycles d'ingénieurs pour les nouveaux bacheliers.  ",http://hypermedia.com.tn/wp-content/uploads/2020/03/IPSAS-min.jpg,IPSAS-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/IPSAS-min.jpg,1538,IPSAS-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IPSAS-min.jpg,ipsas-ens.net,2017,https://ipsas-ens.net/wp-content/themes/ipsas/images/ipsas/ipsas_logo.png
1539,"Création d'un site web pour : Aet Export","<strong>Création d'un site web vitrine pour</strong> AET EXPORT.<br>
AET EXPORT est un partenaire de la multinationale Intertek, a été fondé en 2002.<br>
Spécialiste dans le contrôle qualité depuis l'année 2000, le cabinet a ensuite étendu ses domaines de compétences pour devenir un acteur de référence dans l’audit social et environnemental.",http://hypermedia.com.tn/wp-content/uploads/2020/03/AET-export-min.jpg,AET-export-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/AET-export-min.jpg,1540,AET-export-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/AET-export-min.jpg,www.aet-export.tn,2020,http://aet-export.tn/wp-content/uploads/2015/05/Logo_AET_Export1.jpg
1541,"Réalisation d'un site web pour : Le Méditerranée","<strong>Création d'un site web vtirne pour</strong>restaurant LE MÉDITERRANÉE.<br>
Le développement d'un site web pour Le Méditerranée, restaurant situé dans la Marina Sousse et qui vous accueille dans un cadre unique.",http://hypermedia.com.tn/wp-content/uploads/2020/03/le-mediterranee-min.jpg,le-mediterranee-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/le-mediterranee-min.jpg,1543,le-mediterranee-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/le-mediterranee-min.jpg,www.lemediterranee.com.tn,2017,http://hypermedia.com.tn/wp-content/uploads/2020/03/restaurant-le-mediterrannee.png
1546,"Création d'un site web pour : SIMEM","<strong>Création d'un site web catalogue pour</strong> SIMEM.<br>
SIMEM est une société tunisienne spécialisée dans la fabrication et la distribution des luminaires en Tunisie.",http://hypermedia.com.tn/wp-content/uploads/2020/03/Simem-min.jpg,Simem-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Simem-min.jpg,1547,Simem-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Simem-min.jpg,www.simem.com.tn,2016,https://simem.com.tn/wp-content/uploads/2018/05/new-logo.png
1554,"3éme festival de l'olivier ""Huile Gargouri""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/huilegargouri.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/tandoor.jpg,huilegargouri.jpg|pep-amen.jpg|cis.jpg|alawla.jpg|bocus_or.jpg|maximen.jpg|iceberg.jpg|veranature.jpg|tandoor.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/huilegargouri.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/pep-amen.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/cis.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/alawla.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/bocus_or.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/maximen.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/iceberg.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/veranature.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/tandoor.jpg,1555|1556|1557|1558|1559|1560|1561|1562|1563,huilegargouri|pep-amen|cis|alawla|bocus_or|maximen|iceberg|veranature|tandoor,||||||||,||||||||,||||||||,http://hypermedia.com.tn/wp-content/uploads/2020/03/huilegargouri.jpg,,,
1564,"Vidéo de présentation des produits ""Vernature""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg,veranature.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/veranature.jpg,1562,veranature,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg,,,
1565,"Vidéo de démonstration des produits ""Iceberg""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg,iceberg.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/iceberg.jpg,1561,iceberg,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg,,,
1566,"Vidéo de présentation de la collection ""Maximen"" 2020",,http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg,maximen.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/maximen.jpg,1560,maximen,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg,,,
1567,"Trailer Bocuse d'or 2019 - Team Tunisia",,http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg,bocus_or.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/bocus_or.jpg,1559,bocus_or,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg,,,
1568,"Présentation du Concept ""Alawla""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg,alawla.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/alawla.jpg,1558,alawla,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg,,,
1569,"Vidéo de présentation de la société ""CIS Confection""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg,cis.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/cis.jpg,1557,cis,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg,,,
1570,"Vidéo de présentation de la papinère ""El Amen""",,http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg,pep-amen.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/pep-amen.jpg,1556,pep-amen,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg,,,
1671,Ceylan,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ceylan.jpg,ceylan.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/ceylan.jpg,1664,ceylan,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ceylan.jpg,https://www.facebook.com/ceylan.tn/,,
1675,"Chaker jeux",,http://hypermedia.com.tn/wp-content/uploads/2020/04/chaker-jeux.jpg,chaker-jeux.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/chaker-jeux.jpg,1665,chaker-jeux,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/chaker-jeux.jpg,https://www.facebook.com/Chakerjeux.Tunisia/,,
1678,"Golden Cars",,http://hypermedia.com.tn/wp-content/uploads/2020/04/golden-cars.jpg,golden-cars.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/golden-cars.jpg,1666,golden-cars,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/golden-cars.jpg,https://www.facebook.com/goldencars.tn/,,
1679,Hypergroup,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Hyper-group.jpg,Hyper-group.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/Hyper-group.jpg,1667,Hyper-group,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Hyper-group.jpg,https://www.facebook.com/Hypergroup.tunisie/,,
1681,Odora,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Odora.jpg,Odora.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/Odora.jpg,1669,'dora,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Odora.jpg,https://www.facebook.com/odora.sfax/,,
1682,"Ok distribution",,http://hypermedia.com.tn/wp-content/uploads/2020/04/ok-dis.jpg,ok-dis.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/ok-dis.jpg,1670,ok-dis,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ok-dis.jpg,https://www.facebook.com/NaelCommerce/,,
1683,"Pépinière El Amen",,http://hypermedia.com.tn/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,pépiniére-elaman-1.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,1672,pépiniére-elaman-1,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,https://www.facebook.com/pepiniere.tunisie/,,
1684,"Schooling Tej",,http://hypermedia.com.tn/wp-content/uploads/2020/04/schooling-tej.jpg,schooling-tej.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/schooling-tej.jpg,1674,schooling-tej,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/schooling-tej.jpg,https://www.facebook.com/SchoolingTej/,,
1949,"Création d'un site web Vitrine pour la société EBA","<strong>Création d'un site web vitrine</strong> pour la société EBA.<br>
EBA est une société Tunisienne spécialisée dans la conception et la fabrication métallique de haute précision et les produits finis assemblés, travaillant avec des tôles, profiler et des tubes en diffèrent matériau. ",http://hypermedia.com.tn/wp-content/uploads/2021/03/eba-mockup.jpg,eba-mockup.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/eba-mockup.jpg,1950,eba-mockup,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/eba-mockup.jpg,eba.com.tn,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/logo_eba.png
1958,"Création site web catalogue pour la société Greenway","<strong>Création site web catalogue pour la société Greenway.</strong><br>
Greenway trading Company est une société Tunisienne totalement exportatrice qui offre à ses clients en Europe et en Asie une variété de produits agroalimentaire, des fruits et légumes frais et des produits maritimes ",http://hypermedia.com.tn/wp-content/uploads/2021/03/greenway-mockup.jpg,greenway-mockup.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/greenway-mockup.jpg,1951,greenway-mockup,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/greenway-mockup.jpg,greenway-tn.com,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/logo.png
1960,"Site E-commerce Kastello","<strong>Création site web E-commerce pour la société Kastello.</strong><br>
Kastello est une site web de vente en ligne des vêtements et des accessoires 100% pour femmes.",http://hypermedia.com.tn/wp-content/uploads/2021/03/kastelo-mockup.jpg,kastelo-mockup.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/kastelo-mockup.jpg,1952,kastelo-mockup,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/kastelo-mockup.jpg,kastelo.com.tn,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/kastelo_big.png
1963,"Création site web entreprise pour Société Avenir Services","<strong>Création site web pour l'entreprise Société Avenir Services<strong><br>
Société Avenir Services spécialisée dans la conception et la fabrication de menuiserie en aluminium pour l'habitat et l'industrie. ",http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-avenir.jpg,mockup-avenir.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/mockup-avenir.jpg,1953,mockup-avenir,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-avenir.jpg,www.avenir-services-aluminium.com,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-small.png
1965,"Création site vitrine pour ODORA","<p class=""title_project""><strong>Création d'un site web vitrine</strong> pour ODORA</p>
ODORA vous offre une large panoplie d’articles métissant l’authentique de notre pâtisserie Tunisienne avec le moderne.",http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-odora.jpg,mockup-odora.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/mockup-odora.jpg,1954,mockup-odora,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-odora.jpg,odora.tn,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/odora-logo.png
1967,"Création site web catalogue pour Socyp sanitaire","<p class=""title_project""><strong>Création d'un site web catalogue</strong> pour Socyp sanitaire</p>
Socyp sanitaire est une société experte en fabrication, assemblage et distribution des raccords en PVC et des accessoires sanitaires en Tunisie et en Afrique.",http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-socyp.jpg,mockup-socyp.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/mockup-socyp.jpg,1955,mockup-socyp,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-socyp.jpg,socypsanitaire.com,,http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-Socyp.png
1969,"Création site web pour STI Industries","<p class=""title_project""><strong>Création d'un site web vitrine</strong> pour STI Industries</p>
STI Industries est société spécialisée dans la ventilation et climatisation industrielle, le captage de poussières industrielles et le transport pneumatique.",http://hypermedia.com.tn/wp-content/uploads/2021/03/sti-mockup.jpg,sti-mockup.jpg,/home/hypermed/public_html/wp-content/uploads/2021/03/sti-mockup.jpg,1956,sti-mockup,,,,http://hypermedia.com.tn/wp-content/uploads/2021/03/sti-mockup.jpg,sti-industrie.com,2020,http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-sti.png
